Country,Lighthouse Name,DXCC,Continent,Location,ILLW,Status,Latitude,Longitude,Location Source
Canada,"Borden's Wharf, NS",VE,NA,Museum,CA0001,,,,
Canada,"Cape Bonavista, NF",VE,NA,"48.6998304,-53.0876147,1350",CA0002,,48.69983,-53.08761,LAT_LONG
Canada,"Cape Enrage, NB",VE,NA,45.593930 -64.779883,CA0003,,45.59393,-64.77988,LAT_LONG
Canada,"Cape North (New), NS",VE,NA,47.028908 -60.391601,CA0004,,47.02891,-60.3916,LAT_LONG
Canada,"Cape Pine, NF",VE,NA,46.617061 -53.531661,CA0005,,46.61706,-53.53166,LAT_LONG
Canada,"Cape Race, NF",VE,NA,"46.6588767,-53.0744776,928",CA0006,,46.65888,-53.07448,LAT_LONG
Canada,"Cape Spear (New), NF",VE,NA,"47.5198693,-52.6212609,1106",CA0007,,47.51987,-52.62126,LAT_LONG
Canada,"Christian Island, ON",VE,NA,"44.786621,-80.156089,135",CA0008,,44.78662,-80.15609,LAT_LONG
Canada,"Estevan Point, BC",VE,NA,Museum,CA0009,,,,
Canada,"Henry Island, NS",VE,NA,45°59'N 61°36'W,CA0010,,45.98333,-61.6,LAT_LONG
Canada,"Point Clark (Lake Huron), ON",VE,NA,"44.0725789,-81.7572562,580",CA0011,,44.07258,-81.75726,LAT_LONG
Canada,"Red River (Manitoba Marine Museum), MB",VE,NA,museum,CA0012,,,,
Canada,"Sambro Island, NS",VE,NA,"44.4378364,-63.5696328,4407",CA0014,,44.43784,-63.56963,LAT_LONG
Canada,"Burlington Canal Main, ON",VE,NA,"43.2984743,-79.7952637,140",CA0015,,43.29847,-79.79526,LAT_LONG
Canada,"Cape North (Old), ON (Museum of Science and Technology in Ottawa)",VE,NA,Museum,CA0016,,,,
Canada,"Swallowtail, NB",VE,NA,"44.763968,-66.7341319,430",CA0018,,44.76397,-66.73413,LAT_LONG
Canada,"Presqu'île Point, ON",VE,NA,43.997858 -77.675588,CA0019,,43.99786,-77.67559,LAT_LONG
Canada,"Pilier de Pierre, QC / Stone Pillar, QC",VE,NA,"47.205732,-70.359492,194",CA0020,,47.20573,-70.35949,LAT_LONG
Canada,"Bell Island, NF",VE,NA,47.6550°N 52.9164°W,CA0021,,47.655,-52.9164,LAT_LONG
Canada,"Cape St Francis, NF",VE,NA,47.808681 -52.786651,CA0022,,47.80868,-52.78665,LAT_LONG
Canada,"Active Pass, BC / Georgina Point, BC / Mayne Island, BC",VE,NA,"48.873473,-123.291535,188",CA0023,,48.87347,-123.29154,LAT_LONG
Canada,"Oakville, ON",VE,NA,"43.4419678,-79.6704033,166",CA0024,,43.44197,-79.6704,LAT_LONG
Canada,"Trowbridge Island, ON",VE,NA,48.2923°N 88.8752°W,CA0025,,48.2923,-88.8752,LAT_LONG
Canada,"Point Petre (Lake Ontario), ON",VE,NA,43.8393°N 77.1523°W,CA0026,,43.8393,-77.1523,LAT_LONG
Canada,"Scarlett Point, BC",VE,NA,50.8604°N 127.6126°W,CA0027,,50.8604,-127.6126,LAT_LONG
Canada,"Nootka, BC",VE,NA,"49.5918322,-126.6176649,658",CA0028,,49.59183,-126.61766,LAT_LONG
Canada,"Toronto Harbour, ON",VE,NA,43.613565 -79.343388,CA0029,,43.61356,-79.34339,LAT_LONG
Canada,"Pilot Bay (Kootenay Lake), BC",VE,NA,49.6388°N 116.8846°W,CA0030,,49.6388,-116.8846,LAT_LONG
Canada,"Nine Mile Point, ON",VE,NA,44.1510°N 76.5554°W,CA0031,,44.151,-76.5554,LAT_LONG
Canada,"Cabot Head, ON",VE,NA,45.2451°N 81.2921°W,CA0032,,45.2451,-81.2921,LAT_LONG
Canada,"Pointe-au-Père / Father Point, QE",VE,NA,48.5174°N 68.4690°W,CA0033,,48.5174,-68.469,LAT_LONG
Canada,"Sand Point, ON",VE,NA,45.4889°N 76.4342°W,CA0034,,45.4889,-76.4342,LAT_LONG
Canada,"Prescott Heritage Harbour / Prescott Breakwater / Prescott Harbour Outer, ON",VE,NA,44.7097°N 75.5095°W,CA0035,,44.7097,-75.5095,LAT_LONG
Canada,"Windmill Point, ON",VE,NA,44.7208°N 75.4871°W,CA0036,,44.7208,-75.4871,LAT_LONG
Canada,"Bon Désir, QC",VE,NA,48.2716°N 69.4697°W,CA0037,,48.2716,-69.4697,LAT_LONG
Canada,"Hope Island, ON",VE,NA,44.9159°N 80.1647°W,CA0038,,44.9159,-80.1647,LAT_LONG
Canada,"Gibraltar Point, ON",VE,NA,43.6136°N 79.3852°W,CA0039,,43.6136,-79.3852,LAT_LONG
Canada,"Lobster Cove Head, NF",VE,NA,49.6028°N 57.9561°W,CA0040,,49.6028,-57.9561,LAT_LONG
Canada,"Great Duck Island, NB",VE,NA,44.6844°N 66.6931°W,CA0041,,44.6844,-66.6931,LAT_LONG
Canada,"Ballenas Islands, BC",VE,NA,49.3506°N 124.1602°W,CA0042,,49.3506,-124.1602,LAT_LONG
Canada,"St Andrews, NB / Pendlebury, NB",VE,NA,45.0683°N 67.0472°W,CA0043,,45.0683,-67.0472,LAT_LONG
Canada,"Chrome Island, BC / Yellow Island, BC",VE,NA,49.4719°N 124.6847W,CA0044,,49.4719,-124.6847,LAT_LONG
Canada,"West Point, PEI",VE,NA,46.6203°N 64.3867°W,CA0045,,46.6203,-64.3867,LAT_LONG
Canada,"Victoria Harbour Range Rear, ON",VE,NA,"44.7467526,-79.7771991,243",CA0046,,44.74675,-79.7772,LAT_LONG
Canada,"Head Harbour, NB / East Quoddy Head, NB",VE,NA,44.9579°N 66.9000°W,CA0047,,44.9579,-66.9,LAT_LONG
Canada,"East Point, PEI",VE,NA,"46.452879,-61.971613,394",CA0048,,46.45288,-61.97161,LAT_LONG
Canada,"Cape Bear, PEI",VE,NA,46.0030°N 62.4602°W,CA0049,,46.003,-62.4602,LAT_LONG
Canada,"Peggy's Point, NS / Peggy's Cove, NS",VE,NA,44.4918°N 63.9187°W,CA0050,,44.4918,-63.9187,LAT_LONG
Canada,"Wood Islands, PEI",VE,NA,"45.9517205,-62.7562693,14.01z",CA0051,,45.95172,-62.75627,LAT_LONG
Canada,"Richibucto Head, NB / Cap Lumière, NB",VE,NA,"46.6696861,-64.7121403,242",CA0052,,46.66969,-64.71214,LAT_LONG
Canada,"Halifax Harbour Inner Range Front, NS George's Island, NS",VE,NA,"44.6405306,-63.5603209,148",CA0053,,44.64053,-63.56032,LAT_LONG
Canada,"Goderich Main, ON",VE,NA,"43.7423789,-81.7237764,435",CA0054,,43.74238,-81.72378,LAT_LONG
Canada,"Soulanges Canal Lower Entrance Range Front, QC",VE,NA,"45.335937, -73.955213,19",CA0055,,45.33594,-73.95521,LAT_LONG
Canada,"Amphitrite Point, BC",VE,NA,"48.9203232,-125.5365001,2212",CA0056,,48.92032,-125.5365,LAT_LONG
Canada,"Long Eddy Point, NB / Whistle, NB",VE,NA,"44.7997236,-66.7854048,562",CA0057,,44.79972,-66.7854,LAT_LONG
Canada,"Shafner's Point, NS",VE,NA,"44.7105367,-65.6193867,1461",CA0058,,44.71054,-65.61939,LAT_LONG
Canada,"Mulholland Point, NB",VE,NA,"44.8629777,-66.9796209,120",CA0059,,44.86298,-66.97962,LAT_LONG
Canada,"Port Maitland (Lake Erie), ON",VE,NA,"42.846921,-79.5707319,6016",CA0060,,42.84692,-79.57073,LAT_LONG
Canada,Big Tub / Lighthouse Point / Tobermory,VE,NA,"45.2578652,-81.6730231,876",CA0061,,45.25787,-81.67302,LAT_LONG
Canada,Point Prim / Prim Point,VE,NA,"46.050218, -63.039068,19",CA0062,,46.05022,-63.03907,LAT_LONG
Canada,"Kincardine Range Rear, ON",VE,NA,"44.1761828,-81.6461751,9391",CA0063,,44.17618,-81.64618,LAT_LONG
Canada,"Gananoque Harbour, ON",VE,NA,"44.3214812,-76.1630949,667",CA0064,,44.32148,-76.16309,LAT_LONG
Canada,"Caribou, NS / Caribou Island, NS / Caribou Point, NS",VE,NA,"45.764642, -62.680569,19",CA0065,,45.76464,-62.68057,LAT_LONG
Canada,L'Etete Passage / Green's Point,VE,NA,"45.0396696,-66.8946253,1318",CA0066,,45.03967,-66.89463,LAT_LONG
Canada,"Kingsville Range Rear (Museum), ON",VE,NA,"42.0325363,-82.7378606,131",CA0067,,42.03254,-82.73786,LAT_LONG
Canada,"Sheringham Point, BC",VE,NA,"48.3579915,-123.7107812,405",CA0068,,48.35799,-123.71078,LAT_LONG
Canada,Leamington,VE,NA,"42.0303508,-82.6031015,115",CA0069,,42.03035,-82.6031,LAT_LONG
Canada,Point Amour,VE,NA,"51.4608907,-56.857789,1373",CA0070,,51.46089,-56.85779,LAT_LONG
Canada,"Gore Bay, ON / Janet Head, ON",VE,NA,"45.9462728,-82.4844319,1547",CA0071,,45.94627,-82.48443,LAT_LONG
Canada,"Spenser's Island, NS",VE,NA,"45.3545137,-64.7111713,603",CA0072,,45.35451,-64.71117,LAT_LONG
Canada,Mullins Point Rear Range,VE,NA,"45.824286, -63.443671,19",CA0073,,45.82429,-63.44367,LAT_LONG
Canada,"Cape Forchu, NS / Yarmouth, NS",VE,NA,"43.7868217,-66.1522549,6303",CA0074,,43.78682,-66.15225,LAT_LONG
Canada,"Louisbourg, NS",VE,NA,"45.9070816,-59.9586755,1283",CA0075,,45.90708,-59.95868,LAT_LONG
Canada,Panmure Head / Panmure Island,VE,NA,"46.1448552,-62.466002,553",CA0076,,46.14486,-62.466,LAT_LONG
Canada,"Pulteney Point, BC / Sointula, BC",VE,NA,"50.6320707,-127.1556814,1548",CA0077,,50.63207,-127.15568,LAT_LONG
Canada,"Grandique Point, NS / Grand Dique Point, NS",VE,NA,"45.593518, -61.022420,19",CA0078,,45.59352,-61.02242,LAT_LONG
Canada,"Fort Point, NS",VE,NA,"44.0437994,-64.7082432,722",CA0079,,44.0438,-64.70824,LAT_LONG
Canada,"Pointe des Monts, QC",VE,NA,"49.3258575,-67.3689076,934",CA0080,,49.32586,-67.36891,LAT_LONG
Switzerland,Morges Jetée du Nord (Lake Geneva),HB,EU,46°30'N 6°30'E,CH0001,,46.5,6.5,LAT_LONG
Switzerland,Morges Jetée du Sud (Lake Geneva),HB,EU,46°30'N 6°30'E,CH0002,,46.5,6.5,LAT_LONG
Switzerland,Rorschach Hafen (Lake Constance),HB,EU,47°44'N 9°23'E,CH0003,,47.73333,9.38333,LAT_LONG
Switzerland,Romanshorn (Lake Constance),HB,EU,47°34'N 9°23'E,CH0004,,47.56667,9.38333,LAT_LONG
Switzerland,Genève Jetée du Sud (Lake Geneva),HB,EU,46.2080°N 6.1560°E,CH0005,,46.208,6.156,LAT_LONG
Switzerland,Les Pâquis (Lake Geneva) / Genève (Lake Geneva),HB,EU,46.2100°N 6.1569°E,CH0006,,46.21,6.1569,LAT_LONG
Chile,Península Serrano,CA,SA,"-20.2096291,-70.1615346,3130",CL0002,,-20.20963,-70.16153,LAT_LONG
Chile,Monumental La Serena,CA,SA,"-29.9060555,-71.2582082,5371",CL0003,,-29.90606,-71.25821,LAT_LONG
Chile,Punta Gruesa Norte de Chile,CA,SA,20°22'S 670°11'W,CL0004,,-20.36667,49.81667,LAT_LONG
Chile,Punta Molo Puerto de Iquique,CA,SA,20°12'S 670°10'W,CL0005,,-20.2,49.83333,LAT_LONG
Chile,Topocalma ,CA,SA,34°09'S 672°01'W,CL0007,D,-34.15,47.98333,LAT_LONG
Chile,Arica ,CA,SA,18°20'S 670°22'W,CL0009,D,-18.33333,49.63333,LAT_LONG
Chile,Arica South Breakwater,CA,SA,18°28'S 670°20'W,CL0010,,-18.46667,49.66667,LAT_LONG
Chile,Punta Ángeles,CA,SA,"-33.0234731,-71.6494087,782",CL0011,,-33.02347,-71.64941,LAT_LONG
Chile,Punta Angamos ,CA,SA,23°02'S 670°31'W,CL0012,D,-23.03333,49.48333,LAT_LONG
Chile,Punta Tetas,CA,SA,23.5167°S 670.6333°W,CL0013,,-23.5167,49.3667,LAT_LONG
Chile,Península Los Molles / Quintero,CA,SA,-32.771447 -71.535775,CL0014,,-32.77145,-71.53578,LAT_LONG
Chile,Punta Condell / Punta Gruesa ,CA,SA,33.0256°S 671.5857°W,CL0015,D,-33.0256,48.4143,LAT_LONG
Chile,Punta Duprat,CA,SA,33.0273°S 671.6260°W,CL0016,,-33.0273,48.374,LAT_LONG
Chile,Punta Curaumilla,CA,SA,33.1001°S 671.7393°W,CL0017,,-33.1001,48.2607,LAT_LONG
Chile,Rada Quintay,CA,SA,33.1922°S 671.7030°W,CL0018,,-33.1922,48.297,LAT_LONG
Chile,Morro Gonzalo ,CA,SA,39°51'S 673°28'W,CL0019,D,-39.85,46.53333,LAT_LONG
Chile,Punta Corona,CA,SA,41.7840°S 673.8799°W,CL0020,,-41.784,46.1201,LAT_LONG
Chile,Cofradia Nautica del Pacifico This is actually Pajaros Ninos (Algarrobo) ,CA,SA,33º22'S 671º42'W,CL0021,D,-33.36667,48.3,LAT_LONG
Chile,Punta Panul,CA,SA,33.5749°S 671.6251°W,CL0022,,-33.5749,48.3749,LAT_LONG
Chile,Concón / Punta Concón ,CA,SA,32.9279°S 671.5400°W,CL0023,D,-32.9279,48.46,LAT_LONG
Chile,Punta Tortuga / Coquimbo,CA,SA,29.9340°S 671.3426°W,CL0024,,-29.934,48.6574,LAT_LONG
Chile,Cabo Espíritu Santo,CA,SA,52.6590°S 68.6069°W,CL0025,,-52.659,-68.6069,LAT_LONG
Chile,Punta Düngeness,CA,SA,-52.3949°S 68.4312°W,CL0026,,-52.3949,-68.4312,LAT_LONG
Chile,Morro Niebla,CA,SA,"-39.8699935,-73.4029204,359",CL0027,,-39.86999,-73.40292,LAT_LONG
Chile,Cabo Carranza,CA,SA,"-35.5604168,-72.617838,675",CL0028,,-35.56042,-72.61784,LAT_LONG
Chile,Isla Quiriquina,CA,SA,"-36.6096026,-73.0522872,1013",CL0029,,-36.6096,-73.05229,LAT_LONG
"China, Peoples Republic of",Jinxianding,B,AS,37°29.5'N 122°08.4'E,CN0001,,37.48472,122.13444,LAT_LONG
"China, Peoples Republic of",Dongshan,B,AS,37°30.6'N 122°07.8'E,CN0002,,37.50167,122.11889,LAT_LONG
"China, Peoples Republic of",Xing Hai Wan,B,AS,38°53'N 121°35'E,CN0003,,38.88333,121.58333,LAT_LONG
"China, Peoples Republic of",Xiaoqingdao / Little Qingdao / Tsingtao / Arcona Island/,B,AS,36.0532°N 120.3187°E,CN0005,,36.0532,120.3187,LAT_LONG
Costa Rica,Punta de Puntarenas / Barrio el Carmen,"TI, TE",NA,"9.9764137,-84.8496862,907",CR0001,,9.97641,-84.84969,LAT_LONG
Cuba,Punta Maisí,CM,NA,20.2437°N 74.1429°W,CU0001,,20.2437,-74.1429,LAT_LONG
Cuba,Cabo San Antonio / Faro de Roncali,CM,NA,21.8673°N 84.9513°W,CU0002,,21.8673,-84.9513,LAT_LONG
Cuba,Castillo del Morro,CM,NA,23.1501°N 82.3572°W,CU0003,,23.1501,-82.3572,LAT_LONG
Cuba,Morro Santiago de Cuba,CM,NA,19.9677N 75.8687°W,CU0004,,19.9677,-75.8687,LAT_LONG
Cuba,Punta Maya,CM,NA,23.0944°N 81.4746°W,CU0005,,23.0944,-81.4746,LAT_LONG
Cuba,Cabo Lucrecia / Punta Lucrecia / Faro Serrano,CM,NA,21.0718°N 75.6203°W,CU0006,,21.0718,-75.6203,LAT_LONG
Cuba,Punta Maternillos / Faro de Colón,CM,NA,21.6631°N 77.1414°W,CU0007,,21.6631,-77.1414,LAT_LONG
Cuba,Punta de los Colorados / Cienfuegos / Faro de Villanueva,CM,NA,22.0337°N 80.4435°W,CU0008,,22.0337,-80.4435,LAT_LONG
Cuba,Cayo Jutías,CM,NA,22.71547°N 84.0226°W,CU0009,,22.71547,-84.0226,LAT_LONG
Cuba,Cabo Cruz / Vargas,CM,NA,19.8412°N 77.7266°W,CU0010,,19.8412,-77.7266,LAT_LONG
Cuba,Cayo Bahía de Cádiz,CM,NA,23.2056°N 80.4819°W,CU0011,,23.2056,-80.4819,LAT_LONG
Cuba,Río Yaguanabo / Jaguanabo,CM,NA,21.8574°N 80.2075°W,CU0012,,21.8574,-80.2075,LAT_LONG
Cuba,Carapachibey,CM,NA,21.4480°N 82.9247°W,CU0013,,21.448,-82.9247,LAT_LONG
Cuba,Punta Rasa / Gibara,CM,NA,21.1502°N 76.1305°W,CU0014,,21.1502,-76.1305,LAT_LONG
Cuba,Río Jaruco,CM,NA,23.1811°N 82.0103°W,CU0015,,23.1811,-82.0103,LAT_LONG
Cuba,Cayo Paredón Grande / Diego Velázquez,CM,NA,"22.4816935,-78.1654512,615",CU0016,,22.48169,-78.16545,LAT_LONG
Cuba,Punta Gobernadora / Bahía Honda,CM,NA,"22.994569, -83.215832,19",CU0017,,22.99457,-83.21583,LAT_LONG
Curacao,Noordpunt,PJ2,SA,"12.383984,-69.153759,140",CW0001,,12.38398,-69.15376,LAT_LONG
Cyprus,Cape Kiti,5B,AS,34°49'N 33°40'E,CY0001,,34.81667,33.66667,LAT_LONG
Cyprus,Kávo Gáta / Cape Gata / Akrotíri,5B,AS,"34.563868,33.024398,412",CY0002,,34.56387,33.0244,LAT_LONG
Cyprus,Páfos / Paphos,5B,AS,"34.7605236,32.4068278,617",CY0003,,34.76052,32.40683,LAT_LONG
Germany,Buk / Bastorf,DA,EU,54°08'N 11°42'E,DE0001,,54.13333,11.7,LAT_LONG
Germany,Cape Arkona New Tower,DA,EU,54°41'N 13°26'E,DE0002,,54.68333,13.43333,LAT_LONG
Germany,Dahmeshoeved,DA,EU,54°12'N 11°06'E,DE0003,,54.2,11.1,LAT_LONG
Germany,Darßer Ort / Darsser Ort,DA,EU,54.4728°N 12.5022°E,DE0004,,54.4728,12.5022,LAT_LONG
Germany,Eckernförde New,DA,EU,54°28'N 9°51'E,DE0005,,54.46667,9.85,LAT_LONG
Germany,Eckernförde Old,DA,EU,54°28'N 9°51'E,DE0006,,54.46667,9.85,LAT_LONG
Germany,Falshoeft,DA,EU,54°46'N 9°58'E,DE0007,,54.76667,9.96667,LAT_LONG
Germany,Flugge / Fehmarn,DA,EU,54°26'N 11°01'E,DE0008,,54.43333,11.01667,LAT_LONG
Germany,Greifswalder Oie (New),DA,EU,54°15'N 13°56'E,DE0009,,54.25,13.93333,LAT_LONG
Germany,Gruenendeich,DA,EU,53°35'N 9°37'E,DE0010,,53.58333,9.61667,LAT_LONG
Germany,Helios Tower,DA,EU,,DE0011,,,,
Germany,Juist Memmert Feuer,DA,EU,Museum,DE0012,,,,
Germany,Karnin,DA,EU,53°51´N 13°52´E,DE0013,,53.85,13.86667,LAT_LONG
Germany,Kollmar,DA,EU,53°43'N 9°29'E,DE0014,,53.71667,9.48333,LAT_LONG
Germany,Krautsand Oberfeuer,DA,EU,53°45'N 9°23'E,DE0015,,53.75,9.38333,LAT_LONG
Germany,Leuchtturm Neuwerk,DA,EU,53°55'N 8°30'E,DE0016,,53.91667,8.5,LAT_LONG
Germany,Lightship Borkumriff,DA,EU,,DE0017,,,,
Germany,Lightship Fehmarnbelt,DA,EU,,DE0018,,,,
Germany,Lightvessel LV13 - Trinity House,DA,EU,,DE0019,,,,
Germany,Maltzien,DA,EU,54°14'N 13°21'E,DE0020,,54.23333,13.35,LAT_LONG
Germany,Moritzburg,DA,EU,51°09'N 13°41'E,DE0021,,51.15,13.68333,LAT_LONG
Germany,Neuland,DA,EU,54°22'N 10°36'E,DE0022,,54.36667,10.6,LAT_LONG
Germany,Oland,DA,EU,54°41'N 8°41'E,DE0023,,54.68333,8.68333,LAT_LONG
Germany,Pellworm,DA,EU,54°30'N 8°40'E,DE0024,,54.5,8.66667,LAT_LONG
Germany,Pelzerhaken,DA,EU,54°05'N 10°52'E,DE0025,,54.08333,10.86667,LAT_LONG
Germany,Scheelenkuhlen,DA,EU,53°53'N 9°17'E,DE0026,,53.88333,9.28333,LAT_LONG
Germany,Timmendorf (Poel Island),DA,EU,54°00'N 11°23'E,DE0027,,54,11.38333,LAT_LONG
Germany,Travemünde (Old),DA,EU,53°58'N 10°53'E,DE0028,,53.96667,10.88333,LAT_LONG
Germany,Ueckermuende,DA,EU,53°45'N 14°04'E,DE0029,,53.75,14.06667,LAT_LONG
Germany,Wangerooge (Alter Turm),DA,EU,53°47'N 7°52'E,DE0030,,53.78333,7.86667,LAT_LONG
Germany,Wangerooge (Neuer Turm),DA,EU,53°47'N 7°52'E,DE0031,,53.78333,7.86667,LAT_LONG
Germany,Altenbruch Unterfeuer. (New),DA,EU,53°50'N 8°48'E,DE0032,,53.83333,8.8,LAT_LONG
Germany,Wehldorf Oberfeuer,DA,EU,53°50'N 8°48'E,DE0034,,53.83333,8.8,LAT_LONG
Germany,Cuxhaven / Alte Liebe,DA,EU,53°52'N 8°43'E,DE0036,,53.86667,8.71667,LAT_LONG
Germany,Lightship Elbe 1 / Buergermeister O'Swald (II),DA,EU,54°00'N 08°07'E,DE0037,,54,8.11667,LAT_LONG
Germany,Heidkate,DA,EU,54°26'N 10°19'E,DE0038,,54.43333,10.31667,LAT_LONG
Germany,Fischereihafen Oberfeuer,DA,EU,53°31'N 08°35'E,DE0039,,53.51667,8.58333,LAT_LONG
Germany,Bremerhaven Unterfeuer,DA,EU,53°33'N 8°34'E,DE0040,,53.55,8.56667,LAT_LONG
Germany,Bremerhaven Oberfeuer,DA,EU,53°33'N 8°34'E,DE0041,,53.55,8.56667,LAT_LONG
Germany,Geeste North Mole,DA,EU,53°33'N 8°34'E,DE0042,,53.55,8.56667,LAT_LONG
Germany,Geeste South Mole,DA,EU,53°32'N 8°35'E,DE0043,,53.53333,8.58333,LAT_LONG
Germany,Geestemünde-Fischereihafen Oberfeuer,DA,EU,53°30'N 8°35'E,DE0044,,53.5,8.58333,LAT_LONG
Germany,Geestemünde-Fischereihafen Unterfeuer,DA,EU,53°30'N 8°35'E,DE0045,,53.5,8.58333,LAT_LONG
Germany,Alter Turm Borkum / Old Borkum Tower.,DA,EU,53°35'N 6°40'E,DE0046,,53.58333,6.66667,LAT_LONG
Germany,Staberhuk (Fehmarn Island),DA,EU,54°24'N 11°19'E,DE0047,,54.4,11.31667,LAT_LONG
Germany,Campen,DA,EU,53°24'N 7°01'E,DE0048,,53.4,7.01667,LAT_LONG
Germany,Knock,DA,EU,53°20'N 7°02'E,DE0049,,53.33333,7.03333,LAT_LONG
Germany,Altenbruch Unterfeuer (Old) / Dicke Berta.,DA,EU,53°50'N 8°48'E,DE0050,,53.83333,8.8,LAT_LONG
Germany,Marienleuchte (New),DA,EU,54°30'N 11°14'E,DE0051,,54.5,11.23333,LAT_LONG
Germany,Marienleuchte (Old),DA,EU,54°30'N 11°14'E,DE0052,,54.5,11.23333,LAT_LONG
Germany,Tossens Oberfeuer New,DA,EU,53°32.7830'N 08°14.2696'E,DE0053,,55.70833,8.98222,LAT_LONG
Germany,Tossens Unterfeuer,DA,EU,53°34.5068'N 08°12.3282'E,DE0054,,54.97444,9.11167,LAT_LONG
Germany,Norderney,DA,EU,53°43`N 7°14'E,DE0055,,53.71667,7.23333,LAT_LONG
Germany,Sassnitz Westmole,DA,EU,54°30'N 13°38'E,DE0056,,54.5,13.63333,LAT_LONG
Germany,Altenbruch Oberfeuer / Neue Schlanke Anna.,DA,EU,53°50'N 8°46'E,DE0057,,53.83333,8.76667,LAT_LONG
Germany,Robbenplate Oberfeuer,DA,EU,53°41'N 8°24'E,DE0058,,53.68333,8.4,LAT_LONG
Germany,Lightship Amrumbank,DA,EU,,DE0059,,,,
Germany,Lightship Laesoe Rende (Fyrskib No. 15),DA,EU,,DE0061,,,,
Germany,St Peter Böhl,DA,EU,54°17'N 8°39'E,DE0062,,54.28333,8.65,LAT_LONG
Germany,Westerheversand,DA,EU,54°22'N 8°38'E,DE0063,,54.36667,8.63333,LAT_LONG
Germany,Warnemünde,DA,EU,54°11'N 12°05'E,DE0064,,54.18333,12.08333,LAT_LONG
Germany,Nordmarsch,DA,EU,54°38'N 8°32'E,DE0065,,54.63333,8.53333,LAT_LONG
Germany,Pilsumer / Pilsum,DA,EU,53°30'N 007°03'E,DE0066,,53.5,7.05,LAT_LONG
Germany,Helgoland,DA,EU,54°11'N 7°53'E,DE0067,,54.18333,7.88333,LAT_LONG
Germany,Helgoland Düne Oberfeuer,DA,EU,54°11'N 7°53'E,DE0068,,54.18333,7.88333,LAT_LONG
Germany,Gollwitz Nord / Gollwitz Oberfeuer,DA,EU,54°01'N 11°28'E,DE0069,,54.01667,11.46667,LAT_LONG
Germany,Warnemünde Mittelmole (relocated),DA,EU,"52.6073632,12.3288783,219",DE0070,,52.60736,12.32888,LAT_LONG
Germany,Somfletherwisch Oberfeuer / Mielstack Oberfeuer,DA,EU,53°34'N 9°39'E,DE0071,,53.56667,9.65,LAT_LONG
Germany,Kamp-Karnin Oberfeuer,DA,EU,53°50'N 13°51'E,DE0072,,53.83333,13.85,LAT_LONG
Germany,Schleimünde,DA,EU,54°40'N 10°02'E,DE0073,,54.66667,10.03333,LAT_LONG
Germany,Travemünde Nordmole,DA,EU,53.9619°N 10.8891°E,DE0074,,53.9619,10.8891,LAT_LONG
Germany,Finkenwerder - Unterfeuer 11,DA,EU,,DE0075,,,,
Germany,Hohe Weg,DA,EU,53°43'N 8°15'E,DE0076,,53.71667,8.25,LAT_LONG
Germany,Tinsdal Oberfeuer / Wittenbergen Oberfeuer,DA,EU,53.5659°N 9.7401°E,DE0077,,53.5659,9.7401,LAT_LONG
Germany,Eckernförde Hafen New,DA,EU,54.4730°N 9.8424°E,DE0078,,54.473,9.8424,LAT_LONG
Germany,Eckernförde Hafen Old,DA,EU,54.4740°N 9.8410°E,DE0079,,54.474,9.841,LAT_LONG
Germany,Westermarkelsdorf,DA,EU,54.5273°N 11.0583°E,DE0080,,54.5273,11.0583,LAT_LONG
Germany,Amrum,DA,EU,54.6310°N 8.3546°E,DE0081,,54.631,8.3546,LAT_LONG
Germany,Glückstadt Nordmole,DA,EU,53º47'N 9º25'E,DE0082,,53.78333,9.41667,LAT_LONG
Germany,Glückstadt Südmole,DA,EU,53º47'N 9º25'E,DE0083,,53.78333,9.41667,LAT_LONG
Germany,Sandstedt Oberfeuer (new),DA,EU,53°51'N 8°05'E,DE0084,,53.85,8.08333,LAT_LONG
Germany,Sandstedt Oberfeuer (old),DA,EU,53°22'N 8°31'E,DE0085,,53.36667,8.51667,LAT_LONG
Germany,Sandstedt Unterfeuer,DA,EU,53°22'N 8°31'E,DE0086,,53.36667,8.51667,LAT_LONG
Germany,Wybelsum,DA,EU,53.3361°N 7.1083°E,DE0087,,53.3361,7.1083,LAT_LONG
Germany,Alte Weser.,DA,EU,53°52'N 08°08'E,DE0088,,53.86667,8.13333,LAT_LONG
Germany,Bunthäuser Spitze,DA,EU,53.4568°N 10.0690°E,DE0089,,53.4568,10.069,LAT_LONG
Germany,Gellen (Hiddensee Island),DA,EU,54.5081°N 13.0744°E,DE0090,,54.5081,13.0744,LAT_LONG
Germany,Lühe Unterfeuer (New),DA,EU,53.5718°N 9.6326°E,DE0091,,53.5718,9.6326,LAT_LONG
Germany,Lühe Unterfeuer (Old),DA,EU,53°34'N 9°38'E,DE0092,,53.56667,9.63333,LAT_LONG
Germany,Zarrenzin Oberfeuer,DA,EU,54.4264°N 13.0144°E,DE0093,,54.4264,13.0144,LAT_LONG
Germany,Imsum Oberfeuer,DA,EU,53.5965°N 8.5323°E,DE0094,,53.5965,8.5323,LAT_LONG
Germany,Roter Sand,DA,EU,53°51´N 08°05´E,DE0095,,53.85,8.08333,LAT_LONG
Germany,Obereversand / Eversand Oberfeuer (relocated to Dorum),DA,EU,53.7419°N 8.5139°E,DE0096,,53.7419,8.5139,LAT_LONG
