"hHillKey","hName","hHeightM","hLatitude","hLongitude","hFullReference","hActive"
4814,"Cruachan",103.0,56.491,-6.42295,"GM/HSI-084","Y"
4815,"Dun I",101.0,56.3413,-6.39694,"GM/HSI-089","Y"
4816,"Beinn Hough",119.0,56.509,-6.96221,"GM/HSI-030","Y"
4817,"Ben Hogh",106.0,56.6263,-6.59385,"GM/HSI-042","Y"
4818,"An t-Sleubhaich",533.0,56.8654,-5.48458,"GM/HWS-006","Y"
4819,"Creag nan Lochan",499.0,56.789,-5.67078,"GM/HWS-061","Y"
4820,"Beinn an Leathaid",401.0,56.7337,-6.06127,"GM/HWS-014","Y"
4821,"Beinn nan Losgann",315.0,56.7149,-6.03144,"GM/HWS-027","Y"
4822,"Beinn Bhuidhe",282.0,56.6962,-5.9706,"GM/HWS-019","Y"
4823,"Beinn na h-Imeilte",215.0,56.7261,-6.15695,"GM/HWS-026","Y"
4824,"Beinn Bhuidhe",161.0,56.7259,-6.18965,"GM/HWS-020","Y"
4825,"Carn Mor",122.0,56.7771,-5.88416,"GM/HWS-044","Y"
4826,"Beinn a'Chaorainn",527.0,56.7178,-5.61478,"GM/HWS-012","Y"
4827,"Meall Iain",502.0,56.7367,-5.58198,"GM/HWS-112","Y"
4828,"Beinn Iadain",571.0,56.6396,-5.76719,"GM/HWS-024","Y"
4829,"Meall an Damhain",519.0,56.6706,-5.7213,"GM/HWS-089","Y"
4830,"Glais Bheinn",480.0,56.5308,-5.70755,"GM/HWS-073","Y"
4831,"Caol Bheinn",431.0,56.5812,-5.61474,"GM/HWS-036","Y"
4832,"Meall Damh",339.0,56.574,-5.68112,"GM/HWS-103","Y"
4833,"Torr an Fhamhair",191.0,56.668,-5.37324,"GM/HWS-170","Y"
4834,"Creag na h-Eanchainn",419.0,56.3072,-5.32327,"GM/HSS-112","Y"
4835,"Cruach Maolachy",379.0,56.2751,-5.40336,"GM/HSS-121","Y"
4836,"Cruach Narrachan",374.0,56.2872,-5.37134,"GM/HSS-125","Y"
4837,"An Creachan",357.0,56.3364,-5.46367,"GM/HSS-003","Y"
4838,"Cnoc a'Chomh-stri [Inverliever Hill]",346.0,56.2365,-5.34861,"GM/HSS-074","Y"
4839,"Dun Dubh",301.0,56.1848,-5.44744,"GM/HSS-141","Y"
4840,"Creag a'Chapuill",282.0,56.1656,-5.45569,"GM/HSS-106","Y"
4841,"Dun Crutagain",274.0,56.264,-5.57827,"GM/HSS-140","Y"
4842,"Craig Murrail",239.0,56.0736,-5.40756,"GM/HSS-096","Y"
4843,"Soroba Hill",168.0,56.1928,-5.55068,"GM/HSS-256","Y"
4844,"Cruach a'Phubuill",477.0,55.93,-5.48941,"GM/HSS-117","Y"
4845,"Bord Mor",406.0,55.547,-5.5638,"GM/HSS-055","Y"
4846,"Cruach Mhic an t-Saoir",364.0,55.6271,-5.58669,"GM/HSS-122","N"
4847,"Cruach Breacain",360.0,56.0206,-5.49897,"GM/HSS-120","Y"
4848,"Stucan Dughaill [Meall Ruadh]",341.0,55.9703,-5.51912,"GM/HSS-264","Y"
4849,"Cnoc Odhar",277.0,55.3546,-5.68036,"GM/HSS-079","Y"
4850,"Fuar Larach",272.0,55.7341,-5.48761,"GM/HSS-157","Y"
4851,"Cnoc an t-Samhlaidh",264.0,55.687,-5.50464,"GM/HSS-075","Y"
4852,"Ballywilline Hill",216.1,55.4553,-5.61199,"GM/HSS-014",""
4853,"Garadh Liath",182.0,55.8718,-5.42693,"GM/HSS-160","Y"
4854,"Barr Thormaid",130.0,55.9869,-5.67291,"GM/HSS-019","Y"
4855,"Sanda Island",123.0,55.2808,-5.57557,"GM/HSS-251","Y"
4856,"Island Davaar",115.0,55.4226,-5.5442,"GM/HSS-181","Y"
4857,"Creag Bhan",101.0,55.6944,-5.74431,"GM/HSS-109","Y"
4858,"An Creachan",580.0,56.028,-5.03522,"GM/HSS-004","Y"
4859,"Cruach nan Capull",481.0,56.1267,-5.10032,"GM/HSS-124","Y"
4860,"Clach Bheinn",441.0,56.1168,-4.87909,"GM/HSS-071","Y"
4861,"Creag Mhor",267.0,55.9113,-5.31316,"GM/HSS-111","Y"
4862,"Barr nan Damh",175.0,56.1301,-5.177,"GM/HSS-018","Y"
4863,"Barone Hill",162.0,55.8223,-5.08304,"GM/HSS-017","Y"
4864,"Common Hill",132.0,55.836,-5.03512,"GM/HSS-083","Y"
4865,"Dubh Bheinn",530.0,55.8424,-6.01162,"GM/HSI-088","Y"
4866,"Beinn Mhearsamail",506.0,55.8839,-6.00553,"GM/HSI-032","Y"
4867,"Rainberg Mor",459.0,56.0178,-5.89738,"GM/HSI-129","Y"
4868,"Brat Bheinn",342.0,55.8238,-6.00094,"GM/HSI-056","Y"
4869,"Cruach an Uillt Fearna",339.0,56.0512,-5.82236,"GM/HSI-079","Y"
4870,"Cruach Ionnastail",295.0,56.0607,-5.78032,"GM/HSI-081","Y"
4871,"Beinn Sgaillinish",194.0,55.9947,-5.81992,"GM/HSI-036","Y"
4872,"Garbh Eileach",110.0,56.2478,-5.75731,"GM/HSI-095","Y"
4873,"Bidein na h-Iolaire",101.0,56.2146,-5.70018,"GM/HSI-053","Y"
4874,"Sgorr Bhogachain",374.0,55.6876,-6.13725,"GM/HSI-136","Y"
4875,"Sgarbh Dubh",294.0,55.8996,-6.20884,"GM/HSI-135","Y"
4876,"Turnaichaidh [Creag Mhor]",170.0,55.7762,-6.43507,"GM/HSI-163","Y"
4877,"Cnoc Uamh nam Fear",128.0,55.8516,-6.44674,"GM/HSI-074","Y"
4878,"Meall Mor",496.0,55.6837,-5.28509,"GM/HSI-116","Y"
4879,"Torr Righ Mor",137.0,55.527,-5.3469,"GM/HSI-161","Y"
4880,"Beinn Bhreac",139.0,56.0945,-6.22178,"GM/HSI-020","Y"
4881,"Crannach Hill",602.0,57.0931,-3.01984,"GM/HES-033","Y"
4882,"Clashenteple Hill",579.0,57.2302,-3.06504,"GM/HES-023","Y"
4883,"Green Hill",570.0,57.2152,-3.13084,"GM/HES-047","Y"
4884,"Baddoch",568.0,57.2529,-3.52955,"GM/HES-002","Y"
4885,"Craig of Bunzeach",531.0,57.1719,-3.05178,"GM/HES-030","Y"
4886,"Grumack Hill",527.0,57.381,-2.97127,"GM/HES-048","Y"
4887,"Hill of Clais nan Earb",524.0,57.3824,-3.12101,"GM/HES-052","Y"
4888,"Garbet Hill",501.0,57.3926,-3.05467,"GM/HES-043","Y"
4889,"Cnoc Fergan",480.0,57.2901,-3.4322,"GM/HES-025","Y"
4890,"Carn Meilich",466.0,57.2904,-3.39356,"GM/HES-017","Y"
4891,"Carn na Loinne",459.0,57.2811,-3.59887,"GM/HES-020","Y"
4892,"Tips of Clunymore",395.0,57.4585,-3.08589,"GM/HES-078","Y"
4893,"Ardhuncart Hill",331.0,57.2524,-2.86181,"GM/HES-001","Y"
4894,"Lurg Hill",312.0,57.6021,-2.82657,"GM/HES-062","Y"
4895,"The Bin",312.0,57.482,-2.83003,"GM/HES-077","Y"
4896,"Hill of Mulderie",311.0,57.5512,-3.03208,"GM/HES-056","Y"
4897,"Millstone Hill",300.0,57.6002,-2.97042,"GM/HES-066","Y"
4898,"Wether Hill",272.0,57.5762,-2.72524,"GM/HES-082","Y"
4899,"Knockandy Hill",434.0,57.3708,-2.75152,"GM/HES-059","Y"
4900,"Hill of Christ's Kirk",311.0,57.3356,-2.66305,"GM/HES-051","Y"
4901,"Scar Hill",299.0,57.0997,-2.85827,"GM/HES-074","Y"
4902,"Hill of Corrachree",294.0,57.1282,-2.90187,"GM/HES-053","Y"
4903,"Hill of Rothmaise",261.0,57.3926,-2.51905,"GM/HES-057","Y"
4904,"Tyrebagger Hill",250.0,57.2039,-2.25985,"GM/HES-081","Y"
4905,"Core Hill",245.0,57.3868,-2.40087,"GM/HES-027","Y"
4906,"Black Law",244.0,57.5791,-2.60699,"GM/HES-005","Y"
4907,"Lawel Hill",236.0,57.3062,-2.32032,"GM/HES-060","Y"
4908,"Holm Field",290.0,60.0582,-1.2924,"GM/HSI-107","Y"
4909,"Weisdale Hill",260.0,60.2541,-1.30987,"GM/HSI-170","Y"
4910,"Hoo Kame",209.0,60.312,-1.24168,"GM/HSI-108","Y"
4911,"Hermaness Hill",200.0,60.8357,-0.88717,"GM/HSI-100","Y"
4912,"Midi Field",198.0,59.9963,-1.30448,"GM/HSI-119","Y"
4913,"Hill of Moustoft",176.0,60.2512,-1.27921,"GM/HSI-106","Y"
4914,"Hill of Hamarsland",158.0,60.226,-1.25991,"GM/HSI-104","Y"
4915,"Crussa Field",143.0,60.7773,-0.874508,"GM/HSI-086","Y"
4916,"Hill of Gardin",140.0,60.3687,-1.10982,"GM/HSI-103","Y"
4917,"Sand Field",136.0,60.2196,-1.43693,"GM/HSI-132","Y"
4918,"Sheep Rock",132.0,59.5244,-1.61469,"GM/HSI-144","Y"
4919,"Lanchestoo",130.0,60.6062,-1.31654,"GM/HSI-111","Y"
4920,"Hill of Camb",126.0,60.6157,-1.08811,"GM/HSI-101","Y"
4922,"Ward of Clett",120.0,60.3338,-1.0049,"GM/HSI-168","Y"
4923,"Fora Ness",100.0,60.4279,-1.18167,"GM/HSI-093",""
4924,"Kierfea Hill",235.0,59.1719,-3.01057,"GM/HSI-109","Y"
4925,"The Berry",199.0,58.7974,-3.30451,"GM/HSI-158","Y"
4926,"Greeny Hill",153.0,59.0933,-3.22842,"GM/HSI-097","Y"
4927,"Old Man of Hoy",137.0,58.8857,-3.43126,"GM/HSI-127","Y"
4928,"Vestra Fiold",129.0,59.0792,-3.32483,"GM/HSI-165","Y"
4929,"Ward Hill (S. Ronaldsay)",119.0,58.782,-2.94367,"GM/HSI-167","Y"
4930,"Ward of Gairsay",102.0,59.0843,-2.97681,"GM/HSI-169","Y"
4931,"Ward Hill (Eday)",102.0,59.1542,-2.78344,"GM/HSI-166","Y"
4932,"Laibheal a'Tuath [Laival a'Tuath]",505.0,58.1082,-7.05273,"GM/HSI-110","Y"
4933,"Teinneasabhal [Teinnasval]",497.0,58.1172,-7.02851,"GM/HSI-157","Y"
4934,"Tamnasbhal [Tamanaisval]",467.0,58.1033,-7.0217,"GM/HSI-153","Y"
4935,"Rapaire",453.0,58.019,-6.85419,"GM/HSI-130","Y"
4936,"Tarain Mor [Tarain]",411.0,58.1394,-7.01463,"GM/HSI-154","Y"
4937,"Beinn a'Mhuil",370.0,58.0232,-6.75297,"GM/HSI-014","Y"
4938,"Sgalabhal [Scalaval] [Scalabhal]",260.0,58.0751,-6.84848,"GM/HSI-133","Y"
4939,"Sron ri Gaoith",253.0,58.1539,-6.97399,"GM/HSI-148","Y"
4940,"Coduinn",241.0,58.1045,-6.88912,"GM/HSI-075","Y"
4941,"Coltraiseal Beag [Caultrashal Beag]",226.0,58.1139,-6.8426,"GM/HSI-064","Y"
4942,"Eitseal [Eitshal]",223.0,58.1805,-6.58574,"GM/HSI-091","Y"
4943,"Beinn a'Charnain",215.0,58.1537,-6.8457,"GM/HSI-011","Y"
4944,"Beinn Mothal [Ben Mohal]",207.0,58.1153,-6.79529,"GM/HSI-045","Y"
4945,"Oileasail [Ollashal]",206.0,58.1663,-6.92432,"GM/HSI-128","Y"
4946,"Beinisbhal [Benisval]",190.0,58.061,-6.92508,"GM/HSI-052","Y"
4947,"Mullach na h-Airde Bige",182.0,58.0588,-7.04374,"GM/HSI-122","Y"
4948,"Meall nan Sithean [Meall nan Sidhean]",177.0,58.0466,-7.04433,"GM/HSI-118","Y"
4949,"Sneathabhal Mor",175.0,58.0497,-7.01285,"GM/HSI-146","Y"
4950,"Cleit Faoph [Cleit Faof]",174.0,58.0635,-6.77801,"GM/HSI-070","Y"
4951,"Caitiosbhal",146.0,58.0731,-6.39952,"GM/HSI-060","Y"
4952,"Niosa Mhor [Nisa Mhor]",136.0,58.2114,-6.95662,"GM/HSI-125","Y"
4953,"Beinn Eisgein [Ben Eishken]",129.0,58.0192,-6.51142,"GM/HSI-040","Y"
4954,"Eilean an Taighe [Eilean an Tighe]",125.0,57.8881,-6.34974,"GM/HSI-090","Y"
4955,"Ben Laimishader [Aird Laimishader]",115.0,58.282,-6.81451,"GM/HSI-002","Y"
4956,"Tobha Ronaigh [Toa Rona]",108.0,59.1211,-5.81498,"GM/HSI-160","Y"
4957,"Giolabhal Glas",475.0,57.9181,-6.81626,"GM/HSI-096","Y"
4958,"Ceann Reamhar",467.0,57.8877,-6.86382,"GM/HSI-065","Y"
4959,"Ceann Reamhar na Sroine",357.0,57.8341,-6.89918,"GM/HSI-066","Y"
4960,"Bulabhall",354.0,57.8365,-6.96351,"GM/HSI-058","Y"
4961,"Trolamul [Trollamul]",335.0,57.9132,-6.72889,"GM/HSI-162","Y"
4962,"Cleit Ard [Clett Ard]",328.0,57.9771,-6.7548,"GM/HSI-071","Y"
4963,"West Stocklett [Stocleit an Iar]",220.0,57.8499,-6.8839,"GM/HSI-171","Y"
4964,"Beinn fo Thuath",179.0,58.0142,-7.11286,"GM/HSI-028","Y"
4965,"Stoicleit an Ear [Stocleit an Ear]",191.0,57.8503,-6.86057,"GM/HSI-150","Y"
4966,"Cleit Niosaboist [Clett Nisabost]",158.0,57.855,-6.98757,"GM/HSI-072","Y"
4967,"Beinn Sgorabhaig [Ben Scoravick] [Beinn Scorabhaig]",104.0,57.8653,-6.66077,"GM/HSI-047","Y"
4968,"Seabhal [Sheaval]",223.0,57.2191,-7.35985,"GM/HSI-143","Y"
4969,"Leathabhal [Layaval]",182.0,57.1895,-7.33914,"GM/HSI-112","Y"
4970,"Beinn Ghot",177.0,57.2929,-7.21104,"GM/HSI-029","Y"
4971,"Beinn Bheag Deas",167.0,57.2367,-7.32756,"GM/HSI-018","Y"
4972,"Burebhal [Burrival]",147.0,57.543,-7.16815,"GM/HSI-059","Y"
4973,"Uineabhal [Uneval]",140.0,57.5816,-7.35175,"GM/HSI-164","Y"
4974,"Beinn Stac [Ben Stack]",125.0,57.0606,-7.29714,"GM/HSI-049","Y"
4975,"Ruabhal [Rueval]",124.0,57.4591,-7.29608,"GM/HSI-131","Y"
4976,"Beinn a'Charnain",115.0,57.4897,-7.19402,"GM/HSI-012","Y"
4977,"Beinn a'Tuath",102.0,57.3989,-7.21281,"GM/HSI-015","Y"
4978,"Grianan",295.0,56.9853,-7.46594,"GM/HSI-098","Y"
4979,"Beinn Mhartainn [Ben Mhartainn]",244.0,56.989,-7.49455,"GM/HSI-044","Y"
4980,"Arnamuil [Arnamul]",121.0,56.8052,-7.66302,"GM/HSI-007","Y"
4981,"Lianamuil [Lianamul]",112.0,56.8163,-7.6565,"GM/HSI-114","Y"
4982,"Fuidheigh [Fuiay]",107.0,56.9961,-7.36981,"GM/HSI-094","Y"
4983,"Beinn Eolaigearraidh Mhor [Ben Eoligarry]",105.0,57.0383,-7.44107,"GM/HSI-041","Y"
4984,"Mullach Bi",358.0,57.8118,-8.60476,"GM/HSI-120","Y"
4985,"Oisebhal [Oiseval]",293.0,57.8131,-8.55642,"GM/HSI-126","Y"
4986,"Core Hill",542.0,56.2213,-3.79803,"GM/HSS-086","Y"
4987,"Wether Hill",503.0,56.2333,-3.7403,"GM/HSS-281","Y"
4988,"Corb Law",475.0,56.2643,-3.61041,"GM/HSS-085","Y"
4989,"Commonedge Hill",468.0,56.1954,-3.64478,"GM/HSS-084","Y"
4990,"Cairnoch Hill",413.0,56.0466,-4.09191,"GM/HSS-062","Y"
4991,"Knock Hill",364.0,56.1266,-3.525,"GM/HSS-189","Y"
4992,"Down Hill",361.0,56.2149,-3.61261,"GM/HSS-136","Y"
4993,"Saline Hill",359.0,56.1221,-3.54794,"GM/HSS-250","Y"
4994,"Gask Hill",358.0,56.4957,-3.23784,"GM/HSS-164","Y"
4995,"Auchineden Hill",357.0,55.9933,-4.41598,"GM/HSS-011","Y"
4996,"Lundie Craigs",353.0,56.5269,-3.17035,"GM/HSS-208","Y"
4997,"Dundaff Hill",352.0,56.0365,-4.03123,"GM/HSS-144","Y"
4999,"Culteuchar Hill",313.0,56.3206,-3.46258,"GM/HSS-129","Y"
5000,"Pole Hill",288.0,56.4199,-3.30553,"GM/HSS-241","Y"
5001,"Lumbennie Hill",284.0,56.3257,-3.26715,"GM/HSS-207","Y"
5002,"Murrayshall Hill",283.6,56.413,-3.35533,"GM/HSS-232","Y"
5003,"Fothringham Hill",254.0,56.5992,-2.87294,"GM/HSS-156","Y"
5004,"Ormiston Hill [Black Cairn Hill]",236.0,56.3408,-3.24152,"GM/HSS-235","Y"
5005,"Dunnichen Hill",233.0,56.6356,-2.80368,"GM/HSS-147","Y"
5007,"Black Hill",213.0,56.3214,-3.21848,"GM/HSS-045","Y"
5008,"Cowden Hill",204.0,56.3249,-3.1876,"GM/HSS-090","Y"
5009,"Lucklaw Hill",190.0,56.3833,-2.94261,"GM/HSS-206","Y"
5010,"Kirkton Hill",182.0,56.3724,-3.45657,"GM/HSS-187","Y"
5011,"Knockour Hill - Mount Misery",176.0,56.0336,-4.57317,"GM/HSS-193","Y"
5012,"Hareshaw Hill",467.0,55.5447,-3.96078,"GM/HSS-171","Y"
5013,"Mountherrick Hill",427.0,55.4903,-3.80093,"GM/HSS-229","Y"
5014,"Forside Hill",376.0,55.5224,-3.71323,"GM/HSS-155","Y"
5015,"Carmichael Hill",353.0,55.6358,-3.7059,"GM/HSS-065","Y"
5016,"Cairngryffe Hill (quarried)",325.0,55.6519,-3.68449,"GM/HSS-061","Y"
5017,"Dillar Hill",329.0,55.6468,-3.84023,"GM/HSS-133","Y"
5018,"Corlick Hill",303.0,55.9183,-4.73712,"GM/HSS-088","Y"
5019,"Mochrum Hill",270.0,55.3536,-4.73831,"GM/HSS-225","Y"
5020,"Corkindale Law",259.0,55.7792,-4.48841,"GM/HSS-087","Y"
5021,"North Hill [Knockewart Hills]",242.0,55.6934,-4.80489,"GM/HSS-234","Y"
5022,"Earn Hill",202.0,55.9405,-4.83851,"GM/HSS-149","Y"
5023,"Goldenberry Hill",140.0,55.7122,-4.89403,"GM/HSS-166","Y"
5024,"Barbay Hill",127.0,55.7716,-4.92243,"GM/HSS-016","Y"
5025,"Lighthouse Hill",123.0,55.7203,-4.95812,"GM/HSS-199","Y"
5027,"Larg Hill",440.0,55.2039,-4.64513,"GM/HSS-196","Y"
5028,"Glenalla Fell - Fore Fell",428.0,55.2749,-4.59082,"GM/HSS-165","Y"
5029,"Craig Dhu",415.0,55.2529,-4.47846,"GM/HSS-092","Y"
5030,"Benniguinea",387.0,55.0574,-4.24568,"GM/HSS-041","Y"
5031,"Big Hill of Glenmount",382.0,55.2753,-4.43207,"GM/HSS-042","Y"
5032,"Bennan",381.0,55.0846,-4.25281,"GM/HSS-040","Y"
5033,"Cairn Edward Hill",325.0,55.0352,-4.14988,"GM/HSS-059","Y"
5034,"Craigairie Fell [Craig Airie Fell]",321.0,55.0261,-4.76107,"GM/HSS-099","Y"
5035,"Auchensoul Hill",314.0,55.2146,-4.7304,"GM/HSS-009","Y"
5036,"Kenlum Hill",305.0,54.9008,-4.23968,"GM/HSS-182","Y"
5037,"Knockeans Hill",297.0,54.8916,-4.35135,"GM/HSS-191","Y"
5039,"Artfield Fell",272.0,54.9719,-4.76591,"GM/HSS-007","Y"
5040,"Craigdews Hill",269.0,55.0222,-4.354,"GM/HSS-100","Y"
5041,"Knockdaw Hill",260.0,55.1602,-4.88665,"GM/HSS-190","Y"
5042,"Kirk Hill",259.0,55.3023,-4.73258,"GM/HSS-185","Y"
5043,"Culvennan Fell",215.0,54.9512,-4.63945,"GM/HSS-130","Y"
5044,"Mochrum Fell",197.0,54.8161,-4.64099,"GM/HSS-224","Y"
5045,"Meikle Dornell",175.0,54.9751,-4.03729,"GM/HSS-221","Y"
5046,"Wellgrain Dod",555.0,55.443,-3.73888,"GM/HSS-278","Y"
5047,"Whiteside Hill",554.0,55.3257,-3.59605,"GM/HSS-285","Y"
5048,"Green Hill [Bail Hill]",547.0,55.2438,-4.005,"GM/HSS-169","Y"
5049,"Windy Standard",537.0,55.3079,-4.32565,"GM/HSS-288","Y"
5050,"Strandlud Hill",531.0,55.328,-4.23578,"GM/HSS-262","Y"
5051,"Bank Hill",530.0,55.3405,-4.04609,"GM/HSS-015","Y"
5052,"Cocker Hill",503.0,55.4167,-3.9639,"GM/HSS-081","Y"
5053,"Cairn Kinney",493.0,55.4713,-3.92516,"GM/HSS-060","Y"
5054,"Drake Law",484.0,55.4798,-3.73234,"GM/HSS-137","Y"
5055,"Doddin",476.0,55.4003,-3.67535,"GM/HSS-135","Y"
5056,"Kirklea",468.0,55.4443,-3.94312,"GM/HSS-186","Y"
5057,"Bellybought Hill",446.0,55.282,-3.71917,"GM/HSS-036","Y"
5058,"Spango Hill",426.0,55.4492,-3.87163,"GM/HSS-257","Y"
5059,"Auchensow Hill",420.0,55.3603,-3.83615,"GM/HSS-010","Y"
5060,"Cuil Hill",420.0,54.9506,-3.70187,"GM/HSS-128","Y"
5061,"Big Morton Hill",417.0,55.185,-3.99444,"GM/HSS-043","Y"
5062,"Knockenhair",405.0,55.3988,-3.9096,"GM/HSS-192","Y"
5063,"Lawglass",387.0,55.1665,-4.04324,"GM/HSS-197","Y"
5064,"Craig of Knockgray",383.0,55.2229,-4.24903,"GM/HSS-098","Y"
5065,"Castramon Hill",358.0,55.132,-3.91232,"GM/HSS-068","Y"
5066,"Great Hill",353.0,55.2136,-3.66734,"GM/HSS-168","Y"
5067,"Lotus Hill",321.0,54.989,-3.71913,"GM/HSS-204","Y"
5068,"Auchenbainzie Hill",304.0,55.2517,-3.85788,"GM/HSS-008","Y"
5069,"Blackbreast",286.0,54.848,-3.93317,"GM/HSS-050","Y"
5070,"Dundeugh Hill",271.0,55.1795,-4.19488,"GM/HSS-145","Y"
5071,"Hazelshaw Hill",249.0,55.075,-3.4675,"GM/HSS-175","Y"
5072,"Clawbelly Hill",234.0,54.9291,-3.75467,"GM/HSS-072","Y"
5073,"Crawston Hill",217.0,55.1522,-3.7492,"GM/HSS-104","Y"
5074,"Lochbank Hill",216.0,55.0064,-3.69642,"GM/HSS-202","Y"
5075,"Beacon Hill",215.0,55.0708,-3.70239,"GM/HSS-021","Y"
5076,"Tod Fell",187.0,54.9161,-3.88219,"GM/HSS-271","Y"
5078,"Moyle Hill",150.0,54.9003,-3.79767,"GM/HSS-230","Y"
5079,"White Hill",143.0,54.8665,-3.75025,"GM/HSS-282","Y"
5080,"Dunslair Heights",602.0,55.6808,-3.13435,"GM/HSS-148","Y"
5081,"Carnethy Hill",573.0,55.8439,-3.27303,"GM/HSS-066","Y"
5082,"Clog Knowe [Black Law]",541.0,55.6662,-3.09482,"GM/HSS-073","Y"
5083,"Byrehope Mount",536.0,55.778,-3.42019,"GM/HSS-058","Y"
5084,"Lammer Law",527.0,55.8471,-2.76242,"GM/HSS-194","Y"
5085,"Riding Hill",478.0,55.6472,-3.33151,"GM/HSS-247","Y"
5086,"Hartside Hill",468.0,55.7787,-2.88168,"GM/HSS-174","Y"
5087,"Whiteside Law",454.0,55.7478,-3.02418,"GM/HSS-287","Y"
5088,"The Mount",423.0,55.664,-3.43542,"GM/HSS-268","Y"
5089,"Wester Dod [Monynut Edge]",416.0,55.9057,-2.47375,"GM/HSS-280","Y"
5090,"Black Meldon",407.0,55.6696,-3.26373,"GM/HSS-049","Y"
5091,"Temple Hill [Biggar Common]",388.0,55.6362,-3.56408,"GM/HSS-266","Y"
5092,"Drochil Hill",376.0,55.6831,-3.34508,"GM/HSS-138","Y"
5093,"Langlaw Hill",368.7,55.6292,-3.43071,"GM/HSS-195","Y"
5094,"Bizzyberry Hill",363.0,55.6386,-3.51406,"GM/HSS-044","Y"
5095,"Mains Hill",354.0,55.6325,-2.86879,"GM/HSS-210","Y"
5096,"Quothquan Law",335.0,55.6288,-3.60843,"GM/HSS-245",""
5097,"Boon Hill",327.0,55.7105,-2.67828,"GM/HSS-054","Y"
5098,"Cockburn Law",325.0,55.8304,-2.37555,"GM/HSS-080","Y"
5099,"Cocklaw Hill",320.0,55.935,-2.44981,"GM/HSS-082","Y"
5100,"Legerwood Hill",281.0,55.6661,-2.65969,"GM/HSS-198","Y"
5101,"Gala Hill",275.0,55.605,-2.80787,"GM/HSS-158","Y"
5102,"Marygold Hill",268.0,55.839,-2.31836,"GM/HSS-213","Y"
5103,"Fans Hill",246.0,55.6533,-2.59214,"GM/HSS-153",""
5104,"Meikle Black Law",245.0,55.9109,-2.28618,"GM/HSS-220","Y"
5105,"Traprain Law",221.0,55.9632,-2.67169,"GM/HSS-272","Y"
5106,"Airngath Hill",171.0,55.9944,-3.59996,"GM/HSS-002","Y"
5107,"Corstorphine Hill",162.0,55.9533,-3.27474,"GM/HSS-089","Y"
5108,"Bass Rock",112.0,56.0777,-2.64101,"GM/HSS-020","Y"
5109,"Tewsgill Hill",569.0,55.4968,-3.64562,"GM/HSS-267","Y"
5110,"Craigmaid",553.0,55.4451,-3.46388,"GM/HSS-101","Y"
5111,"Black Knowe",549.0,55.3859,-3.2237,"GM/HSS-046","Y"
5112,"Harleburn Head",546.0,55.4396,-3.57722,"GM/HSS-172","Y"
5113,"Worm Hill",541.0,55.5621,-3.41073,"GM/HSS-289","Y"
5114,"Skelfhill Pen",532.0,55.3188,-2.88148,"GM/HSS-255","Y"
5115,"Nether Oliver Dod",511.0,55.5205,-3.4302,"GM/HSS-233","Y"
5116,"Pike Fell",499.0,55.2362,-2.9249,"GM/HSS-239","Y"
5117,"Dod Hill",495.0,55.2906,-2.93216,"GM/HSS-134","Y"
5118,"Quickningair Hill",488.0,55.355,-3.15132,"GM/HSS-244","Y"
5119,"Lightning Hill",487.0,55.3047,-2.9225,"GM/HSS-200","N"
5120,"Castle Hill",483.0,55.4829,-3.67153,"GM/HSS-067","Y"
5121,"Whiteside Hill",442.0,55.4836,-3.45595,"GM/HSS-286","Y"
5122,"Penchrise Pen",439.0,55.3472,-2.80576,"GM/HSS-237","Y"
5123,"Startup Hill",439.0,55.5489,-3.62295,"GM/HSS-258","Y"
5124,"Crib Law",424.0,55.3741,-3.04617,"GM/HSS-116","Y"
5125,"Rough Side [Quarter Wood Hill]",402.0,55.5903,-3.43759,"GM/HSS-248","Y"
5126,"Pike Fell",400.0,55.3491,-2.735,"GM/HSS-240","Y"
5127,"White Hill",399.0,55.5891,-3.4999,"GM/HSS-283","Y"
5128,"Shaw's Hill",394.0,55.4842,-2.98358,"GM/HSS-254","Y"
5129,"Humblemoor Hill",363.0,55.4278,-2.35584,"GM/HSS-178","Y"
5130,"Black Law",338.0,55.4562,-2.60291,"GM/HSS-048","Y"
5131,"Hart Fell",331.0,55.1888,-3.21075,"GM/HSS-173","Y"
5132,"Rachan Hill",319.0,55.5908,-3.39625,"GM/HSS-246",""
5133,"Potholm Hill",310.0,55.1764,-3.00146,"GM/HSS-242","Y"
5134,"Burnswark Hill",287.0,55.0953,-3.27829,"GM/HSS-057","Y"
5135,"Warb Law [Stubholm Hill]",281.0,55.135,-3.01207,"GM/HSS-275","Y"
5136,"Minto Hills",276.0,55.4777,-2.69808,"GM/HSS-223","Y"
5137,"Venchen Hill",269.0,55.5604,-2.28679,"GM/HSS-274","Y"
5138,"Peniel Heugh",237.0,55.5293,-2.5502,"GM/HSS-238","Y"
5139,"Hunt Hill",231.0,55.4552,-2.52537,"GM/HSS-179","Y"
5140,"Colden",487.0,54.2278,-4.54291,"GD/HGD-003","Y"
5141,"Cronk ny Arrey Laa",439.0,54.1371,-4.71945,"GD/HGD-004","Y"
5142,"Slieau Whallian",333.0,54.1901,-4.66099,"GD/HGD-005","Y"
5143,"Calf of Man",128.0,54.0562,-4.82434,"GD/HGD-006","Y"
5144,"Mynydd Carnguwch",357.6,52.959,-4.42123,"GW/HNW-066","Y"
